file	key	previous_hungarian	revised_hungarian	english_source
admin.yml	admin.budget_investments.index.milestone_tags_filter_all	Valamennyi mérföldkő-címke	Minden mérföldkő címke	All milestone tags
admin.yml	admin.budget_investments.show.assigned_admin	Megbízott tisztviselő	Hozzárendelt rendszergazda	Assigned administrator
admin.yml	admin.budget_investments.show.assigned_valuators	Címzett értékbecslők	Kijelölt értékbecslő	Assigned valuators
admin.yml	admin.budget_investments.show.classification	Besorolás	Osztályozás	Classification
admin.yml	admin.budget_investments.show.info	%{budget_name}- Csoport:%{group_name}- Befektetési projekt%{id}	%{budget_name} - Csoport: %{group_name} - Beruházási projekt %{id}	%{budget_name} - Group: %{group_name} - Investment project %{id}
admin.yml	admin.budget_investments.show.edit_classification	Osztályozás szerkesztése	Besorolás szerkesztése	Edit classification
admin.yml	admin.budget_investments.show.by	Készítette	Által	By
admin.yml	admin.budget_investments.show.sent	Elküldött	Küldött	Sent
admin.yml	admin.budget_investments.show.heading	Címsor	Cím	Heading
admin.yml	admin.budget_investments.show.dossier	Gyógyszerész	Dosszié	Dossier
admin.yml	admin.budget_investments.show.edit_dossier	A dokumentáció szerkesztése	A dosszié szerkesztése	Edit dossier
admin.yml	admin.budget_investments.show.undefined	Nem definiált	Undefined	Undefined
admin.yml	admin.budget_investments.show.compatibility.title	Összeegyeztethetőség	Kompatibilitás	Compatibility
admin.yml	admin.budget_investments.show.compatibility.true	Nem kompatibilis	Összeegyeztethetetlen	Incompatible
admin.yml	admin.budget_investments.show.compatibility.false	Kompatibilis	Összeegyeztethető	Compatible
admin.yml	admin.budget_investments.show.winner.true	Igen.	Igen	Yes
admin.yml	admin.budget_investments.show.winner.false	Nem.	Nem	No
admin.yml	admin.budget_investments.show.preview	Befektetési előrejelzés	Befektetési előnézet	Investment preview
admin.yml	admin.budget_investments.edit.classification	Besorolás	Osztályozás	Classification
admin.yml	admin.budget_investments.edit.compatibility	Összeegyeztethetőség	Kompatibilitás	Compatibility
admin.yml	admin.budget_investments.edit.assigned_valuators	Értékesítők	Értékbecslők	Valuators
admin.yml	admin.budget_investments.edit.select_heading	A cím kiválasztása	Válassza ki a címsort	Select heading
admin.yml	admin.budget_investments.edit.user_tags	Felhasználói címkék	Felhasználó által hozzárendelt címkék	User assigned tags
admin.yml	admin.budget_investments.edit.tags_placeholder	A kívánt címkék vesszők szerint (,)	Írja be a kívánt címkéket vesszővel (,) elválasztva	Write the tags you want separated by commas (,)
admin.yml	admin.budget_investments.edit.undefined	Nem definiált	Undefined	Undefined
admin.yml	admin.budgets_wizard.creation_timeline.headings	Fejezet	Címsorok	Headings
admin.yml	admin.budgets_wizard.budgets.continue	Folytatódik a csoportok	Tovább a csoportokhoz	Continue to groups
admin.yml	admin.budgets_wizard.groups.back	Menj vissza a költségvetés szerkesztéséhez	Menjen vissza a költségkeret szerkesztéséhez	Go back to edit budget
admin.yml	admin.budgets_wizard.groups.continue	Folytatás a címekhez	Tovább a címsorokhoz	Continue to headings
admin.yml	admin.budgets_wizard.headings.continue	Folytassuk a fázisokat	Folytassa a fázisokkal	Continue to phases
admin.yml	admin.budgets_wizard.headings.single.back	Menj vissza a szerkesztési csoportba	Menjen vissza a csoport szerkesztéséhez	Go back to edit group
admin.yml	admin.budgets_wizard.heading_mode.multiple.description	"Hozzon létre egy folyamatot több csoport, kerület vagy téma. Van egy csomó pénzed. Például 25 000 euró az ""Északi Körzetért"", 30 000 euró a ""Központi Körzetért"", 28 000 euró a ""Déli Körzetért"" és az egész városért. Vagy több téma, mint a sport, a kultúra vagy az egészség."	"Hozzon létre egy folyamatot több csoporttal, kerülettel vagy témával. Valami több zsák pénzed van. Például 25 000 € az ""Északi kerület"", 30 000 € a ""Center District"", 28 000 € a ""Déli kerület"" és az egész város. Vagy több témához, például sporthoz, kultúrához vagy egészséghez."	"Create a process with multiple groups, districts or topics. You have something like several bags of money. For example, 25,000€ for ""North District"", 30,000€ for ""Center District"", 28,000€ for ""South District"" and the whole city. Or for several themes like sport, culture or health."
admin.yml	admin.budgets_wizard.heading_mode.multiple.link	Többtagú költségvetés létrehozása	Hozzon létre több címsoros költségvetést	Create multiple headings budget
admin.yml	admin.budgets_wizard.heading_mode.multiple.title	<strong>Több vámtarifaszám alá tartozó anyagok</strong>költségvetés	<strong>Több címsor</strong> költségkeret	<strong>Multiple headings</strong> budget
admin.yml	admin.budgets_wizard.heading_mode.single.description	Hozzon létre egy folyamatot egy csoport, kerület vagy téma. Van valamid, mint egy zsák pénz. Például 25 000 euró a körzetnek, vagy 10 000 euró a kultúrának.	Hozzon létre egy folyamatot egy csoporttal, kerülettel vagy témával. Olyan van, mint egy zsák pénz. Például 25.000€ a kerületnek, vagy 10.000€ a kultúra.	Create a process with a group, district or topic. You have something like a bag of money. For example, 25,000€ for the district, or 10,000€ for culture.
admin.yml	admin.budgets_wizard.heading_mode.single.link	Egységes költségvetési tétel létrehozása	Hozzon létre egyetlen címsoros költségvetést	Create single heading budget
admin.yml	admin.budgets_wizard.heading_mode.single.title	<strong>Egy címsor</strong>költségvetés	<strong>Egy rovatú</strong> költségvetés	<strong>Single heading</strong> budget
admin.yml	admin.budgets_wizard.heading_mode.title	Részvételi költségvetés típusa	közösségi költségvetés típusa	Participatory budget type
admin.yml	admin.budgets_wizard.phases.multiple.back	Térj vissza a tárgyakhoz.	Menjen vissza a címsorokhoz	Go back to headings
admin.yml	admin.budgets_wizard.phases.single.back	Vissza a szerkesztéshez	Menjen vissza a címsor szerkesztéséhez	Go back to edit heading
admin.yml	admin.milestones.index.table_id	Azonosító	ID	ID
admin.yml	admin.milestones.index.table_publication_date	Kihirdetés dátuma	Megjelenés dátuma	Publication date
admin.yml	admin.milestones.index.table_actions	Intézkedések	Akciók	Actions
admin.yml	admin.milestones.index.no_milestones	Nem definiált mérföldkövek	Nincsenek meghatározott mérföldkövek	Don't have defined milestones
admin.yml	admin.milestones.index.show_image	Képek megjelenítése	Kép megjelenítése	Show image
admin.yml	admin.milestones.index.milestone	Mileszton	Mérföldkő	Milestone
admin.yml	admin.milestones.index.new_milestone	Új mérföldkő létrehozása	Hozzon létre új mérföldkövet	Create new milestone
admin.yml	admin.milestones.index.milestone_tags	Milestone Címkék	Mérföldkő címkék	Milestone Tags
admin.yml	admin.milestones.form.admin_statuses	Kezelési állapotok	Állapotok kezelése	Manage statuses
admin.yml	admin.milestones.form.no_statuses_defined	Még nincs meghatározott állapot	Még nincsenek meghatározott állapotok	There are no defined statuses yet
admin.yml	admin.milestones.new.creating	mérföldkő létrehozása	Hozzon létre mérföldkövet	Create milestone
admin.yml	admin.milestones.edit.title	A mérföldkő szerkesztése	Mérföldkő szerkesztése	Edit milestone
admin.yml	admin.milestones.create.notice	Az új mérföldkő sikeresen jött létre!	Új mérföldkő sikeresen létrehozva!	New milestone created successfully!
admin.yml	admin.milestones.update.notice	Milestone frissítve sikeresen	A mérföldkő sikeresen frissítve	Milestone updated successfully
admin.yml	admin.milestones.delete.notice	A Milestone sikeresen törlődött	A mérföldkő sikeresen törölve	Milestone successfully deleted
admin.yml	admin.statuses.index.title	Milestone status	Mérföldkő állapotok	Milestone statuses
admin.yml	admin.statuses.index.empty_statuses	Nincsenek mérföldkő állapotok létrehozott	Nincsenek létrehozva mérföldkő állapotok	There are no milestone statuses created
admin.yml	admin.statuses.index.new_status	Új mérföldkő létrehozása	Új mérföldkő állapot létrehozása	Create new milestone status
admin.yml	admin.statuses.index.table_actions	Intézkedések	Akciók	Actions
admin.yml	admin.statuses.edit.title	A mérföldkő állapotának módosítása	Mérföldkő állapotának szerkesztése	Edit milestone status
admin.yml	admin.statuses.update.notice	A Milestone státusz frissítése sikeresen	A mérföldkő állapota sikeresen frissítve	Milestone status updated successfully
admin.yml	admin.statuses.new.title	A mérföldkő állapotának létrehozása	Mérföldkő állapot létrehozása	Create milestone status
admin.yml	admin.statuses.create.notice	A Milestone státusz sikeresen létrehozva	A mérföldkő állapot sikeresen létrehozva	Milestone status created successfully
admin.yml	admin.statuses.delete.notice	A Milestone státuszt sikeresen törölték	A mérföldkő állapota sikeresen törölve	Milestone status deleted successfully
admin.yml	admin.progress_bars.manage	Az elért eredmények kezelése	Folyamatjelző sávok kezelése	Manage progress bars
admin.yml	admin.progress_bars.index.title	Haladási sávok	Haladásjelző sávok	Progress bars
admin.yml	admin.progress_bars.index.no_progress_bars	Nincsenek előremeneti sávok.	Nincsenek folyamatjelző sávok	There are no progress bars
admin.yml	admin.progress_bars.index.new_progress_bar	Új fejlődési sáv létrehozása	Hozzon létre új folyamatjelző sávot	Create new progress bar
admin.yml	admin.progress_bars.index.primary	Elsődleges fejlődési sáv	Elsődleges folyamatjelző sáv	Primary progress bar
admin.yml	admin.progress_bars.index.table_id	Azonosító	ID	ID
admin.yml	admin.progress_bars.index.table_kind	Típus	Írja be	Type
admin.yml	admin.progress_bars.index.table_percentage	A jelenlegi előrehaladás	Jelenlegi haladás	Current progress
admin.yml	admin.progress_bars.new.creating	Haladási sáv létrehozása	Hozzon létre folyamatjelző sávot	Create progress bar
admin.yml	admin.progress_bars.edit.title.primary	Elsődleges fejlődési sáv szerkesztése	Szerkessze az elsődleges folyamatjelző sávot	Edit primary progress bar
admin.yml	admin.progress_bars.edit.title.secondary	Haladási sáv szerkesztése%{title}	Folyamatjelző sáv szerkesztése %{title}	Edit progress bar %{title}
admin.yml	admin.progress_bars.create.notice	A Progress bar sikeresen létrehozva!	A folyamatjelző sáv sikeresen létrehozva!	Progress bar created successfully!
admin.yml	admin.progress_bars.update.notice	Sikeresen frissített eredménysáv	A folyamatjelző sáv sikeresen frissítve	Progress bar updated successfully
admin.yml	admin.progress_bars.delete.notice	Sikeresen törölt eredménysáv	A folyamatjelző sáv sikeresen törölve	Progress bar deleted successfully
admin.yml	admin.comments.index.id	Azonosító	ID	ID
admin.yml	admin.comments.index.commentable_type	Típus	Írja be	Type
admin.yml	admin.comments.index.no_comments	Nincs hozzászólás.	Nincsenek megjegyzések.	There are no comments.
admin.yml	admin.comments.index.table_link	Kapcsolat	Link	Link
admin.yml	admin.hidden_comments.index.filters.all	Valamennyi	Minden	All
admin.yml	admin.hidden_comments.index.filters.with_confirmed_hide	Megerősítve	Megerősített	Confirmed
admin.yml	admin.hidden_comments.index.filters.without_confirmed_hide	Függőben	Függőben levő	Pending
admin.yml	admin.dashboard.index.back	Menj vissza%{org}	Vissza az %{org}	Go back to %{org}
admin.yml	admin.dashboard.index.title	Alkalmazás	Adminisztráció	Administration
admin.yml	admin.dashboard.index.description	Üdvözöljük a%{org}Admin panel.	Üdvözöljük az %{org} adminisztrációs panelen.	Welcome to the %{org} admin panel.
admin.yml	admin.dashboard.index.info	<p>Ez az a hely, ahol, mint adminisztrátor, végrehajtja és felügyeli a polgári részvétel folyamatát a városban vagy régióban.</p><p>Önök most azon kormányok és önkormányzatok százai közé tartoznak világszerte, amelyek a CONSUL DEMOCRACY platformot használják a polgárok részvételének gyakorlati megvalósításához. Gratulálok!</p><p>A CONSUL DEMOKRÁCIA Alapítvány a globális felhasználói közösség középpontjában áll. Szeretnénk megkérni, hogy jelentkezzen, hogy megértsük, ki használja a szoftvert, és lássuk, hogyan segíthetnénk a végrehajtásban vagy a felhasználásban. Alig várjuk, hogy üdvözöljünk a közösségben.</p><p>Boldog adminisztrációt!</p><p>Üdvözlet a ConSUL DEMOKRÁCIA Alapítvány csapatától.</p>	"<p>Ez az a hely, ahol rendszergazdaként megvalósíthatja és felügyeli a polgárok részvételi folyamatát a városában vagy régiójában.</p>

<p>Ön jelenleg egyike annak a több száz kormánynak és önkormányzatnak világszerte, amelyek a CONSUL DEMOCRACY platformot használják a polgárok részvételének gyakorlati megvalósítására. Gratulálunk!</p>

<p>A CONSUL DEMOCRACY Foundation a globális felhasználói közösség középpontjában áll. Szeretnénk megkérni Önt, hogy vegye fel a kapcsolatot, hogy megtudjuk, ki használja a szoftvert, és hogyan segíthetnénk a megvalósításban vagy használatban. Alig várjuk, hogy üdvözölhessük a közösségben.</p>

<p>Kellemes adminisztrációt!</p>

<p>Üdvözlet a CONSUL DEMOCRACY Alapítvány csapatától.</p>"	"<p>This is the place where you, as an administrator, implement and oversee the citizen participation process in your city or region.</p>

<p>You are now one of hundreds of governments and municipalities worldwide that are using the CONSUL DEMOCRACY platform to put citizen participation into practice. Congratulations!</p>

<p>The CONSUL DEMOCRACY Foundation is at the heart of the global user community. We'd like to ask you to get in touch so we get a grasp of who's using the software and see how we might assist with implementation or use. We can't wait to welcome you to the community.</p>

<p>Happy administrating!</p>

<p>Greetings from the CONSUL DEMOCRACY Foundation team.</p>"
admin.yml	admin.dashboard.actions.index.description	Amikor a felhasználók javaslatokat hoznak létre, hozzáférhetnek a javaslatuk műszerfalához, ahol forrásokat és ajánlásokat javasolhatnak ötletük javaslat támogatása.	Amikor a felhasználók javaslatokat hoznak létre, hozzáférhetnek az ajánlatuk irányítópultjához, ahol erőforrásokat és javaslatokat javasolhat ötletük támogatásához.	When users create proposals they can access a dashboard of their proposal, where you can propose resources and recommendations to get support for their idea.
admin.yml	admin.dashboard.actions.index.create	Erőforrás vagy cselekvés létrehozása	Hozzon létre erőforrást vagy műveletet	Create resource or action
admin.yml	admin.dashboard.actions.index.active	Igen.	Igen	Yes
admin.yml	admin.dashboard.actions.index.inactive	Nem.	Nem	No
admin.yml	admin.dashboard.actions.index.title	Erőforrások és fellépések	Erőforrások és intézkedések	Resources and actions
admin.yml	admin.dashboard.actions.index.action_type	Típus	Írja be	Type
admin.yml	admin.dashboard.actions.index.required_supports	Kötelező támaszok	Szükséges támasztékok	Required supports
admin.yml	admin.dashboard.actions.index.day_offset	Szükséges napok	Kötelező napok	Required days
admin.yml	admin.dashboard.actions.index.published_proposal	Közzététel	Közzétett javaslat	Published proposal
admin.yml	admin.dashboard.actions.index.default.email	E-mail	Email	Email
admin.yml	admin.dashboard.actions.index.default.poster	Plakát	Poszter	Poster
admin.yml	admin.dashboard.actions.new.creating	A javaslatokra vonatkozó új intézkedések	Új művelet az ajánlatok irányítópultján	New action for the proposals dashboard
admin.yml	admin.dashboard.actions.create.notice	Sikeres fellépés	A művelet sikeresen létrehozva	Action created successfully
admin.yml	admin.dashboard.actions.edit.editing	Intézkedések szerkesztése a javaslatokhoz	Művelet szerkesztése az ajánlatok irányítópultján	Edit action for the proposals dashboard
admin.yml	admin.dashboard.actions.delete.success	A műveletet sikeresen törölték	A művelet sikeresen törölve	Action successfully deleted
admin.yml	admin.dashboard.actions.form.submit_button	Mentés	Megtakarítás	Save
admin.yml	admin.dashboard.actions.form.help_text	Adja meg a 0 értéket, hogy ezt az értéket ne vegyék figyelembe	Írjon be 0-t, hogy ezt az értéket ne vegye figyelembe	Enter 0 so that this value is not taken into account
admin.yml	admin.dashboard.actions.form.published_proposal_help_text	Jelölje be ezt a jelölőnégyzetet, hogy az intézkedés csak a közzétett pályázatok esetében jöjjön létre	Jelölje be ezt a jelölőnégyzetet, ha csak a közzétett ajánlatokhoz kívánja létrehozni a műveletet	Mark this checkbox to create the action only for published proposals
admin.yml	admin.dashboard.administrator_tasks.index.description	A pályázati hirdetményben közzétett források tartalmazhatnak egy gombot, amelyet a referenciamutató-kezelőnek kell kérnie. A felhasználói igények alább láthatók.	Az ajánlatok irányítópultján közzétett források tartalmazhatnak egy gombot, amelyet az adminisztrátoroknak kell kérni. A felhasználói kérések az alábbiakban láthatók.	Resources published in the dashboard of proposals may include a button to be requested to administrators. User requests are shown below.
admin.yml	admin.dashboard.administrator_tasks.index.title	A kért források	Kért források	Resources requested
admin.yml	admin.dashboard.administrator_tasks.index.solve	Megoldás	Oldja meg	Solve
admin.yml	admin.dashboard.administrator_tasks.index.no_records	Nincs igényelt forrás	Nincsenek igényelt források	There are no resources requested
admin.yml	admin.dashboard.administrator_tasks.index.resource	A kért forrás	Kért erőforrás	Requested resource
admin.yml	admin.dashboard.administrator_tasks.index.filters.pending	Függőben	Függőben levő	Pending
admin.yml	admin.dashboard.administrator_tasks.index.filters.done	Oldva	Megoldva	Solved
admin.yml	admin.dashboard.administrator_tasks.form.solve	Jelölje megoldottnak	Megjelölés megoldottként	Mark as solved
admin.yml	admin.dashboard.administrator_tasks.form.request	A kért forrás	Kért erőforrás	Requested resource
admin.yml	admin.dashboard.administrator_tasks.update.success	A feladat megoldva.	A feladat megoldottként lett megjelölve.	The task has been marked as solved.
admin.yml	admin.debates.index.id	Azonosító	ID	ID
admin.yml	admin.debates.index.no_debates	Nincs vita.	Nincsenek viták.	There are no debates.
admin.yml	admin.hidden_debates.index.filters.all	Valamennyi	Minden	All
admin.yml	admin.hidden_debates.index.filters.with_confirmed_hide	Megerősítve	Megerősített	Confirmed
admin.yml	admin.hidden_debates.index.filters.without_confirmed_hide	Függőben	Függőben levő	Pending
admin.yml	admin.documents.new.title	Dokumentum feltöltése	Tölts fel egy dokumentumot	Upload a document
admin.yml	admin.documents.create.success_notice	Sikeresen feltöltött dokumentum	A dokumentum sikeresen feltöltve	Document uploaded successfully
admin.yml	admin.documents.destroy.success_notice	Sikeresen törölt dokumentum	A dokumentum sikeresen törölve	Document deleted successfully
admin.yml	admin.hidden_users.index.filters.all	Valamennyi	Minden	All
admin.yml	admin.hidden_users.index.filters.with_confirmed_hide	Megerősítve	Megerősített	Confirmed
admin.yml	admin.hidden_users.index.filters.without_confirmed_hide	Függőben	Függőben levő	Pending
admin.yml	admin.hidden_users.show.email	E-mail:	Email:	Email:
admin.yml	admin.hidden_users.show.title	A felhasználó tevékenysége (%{user})	Felhasználó tevékenysége (%{user})	Activity of user (%{user})
admin.yml	admin.hidden_budget_investments.index.filters.all	Valamennyi	Minden	All
admin.yml	admin.hidden_budget_investments.index.filters.with_confirmed_hide	Megerősítve	Megerősített	Confirmed
admin.yml	admin.hidden_budget_investments.index.filters.without_confirmed_hide	Függőben	Függőben levő	Pending
admin.yml	admin.hidden_budget_investments.index.title	Rejtett költségvetési beruházások	Rejtett költségvetésű beruházások	Hidden budgets investments
admin.yml	admin.hidden_budget_investments.index.no_hidden_budget_investments	Nincsenek rejtett költségvetési beruházások.	Nincsenek rejtett költségvetési beruházások	There are no hidden budget investments
admin.yml	admin.legislation.processes.create.notice	"A folyamat sikeresen jött létre.<a href=""%{link}"">Kattintson ide</a>"	"A folyamat sikeresen létrehozva. <a href=""%{link}"">Kattintson ide a </a>"	"Process created successfully. <a href=""%{link}"">Click to visit</a>"
admin.yml	admin.legislation.processes.create.error	A folyamat nem jött létre.	A folyamatot nem sikerült létrehozni	Process couldn't be created
admin.yml	admin.legislation.processes.update.notice	"A folyamat sikeresen frissítve.<a href=""%{link}"">Kattintson ide</a>"	"A folyamat sikeresen frissítve. <a href=""%{link}"">Kattintson ide a </a>"	"Process updated successfully. <a href=""%{link}"">Click to visit</a>"
admin.yml	admin.legislation.processes.update.error	A folyamatot nem lehetett frissíteni.	A folyamatot nem sikerült frissíteni	Process couldn't be updated
admin.yml	admin.legislation.processes.destroy.notice	Sikeresen törölt folyamat	A folyamat sikeresen törölve	Process deleted successfully
admin.yml	admin.legislation.processes.edit.submit_button	Változások mentése	Módosítások mentése	Save changes
admin.yml	admin.legislation.processes.form.debate_phase	Vitaszakasz	Vita fázis	Debate phase
admin.yml	admin.legislation.processes.form.draft_phase	Fázistervezet	Tervezet fázis	Draft phase
admin.yml	admin.legislation.processes.form.draft_phase_description	Ha ez a szakasz aktív, a folyamat nem szerepel a folyamatok indexén. Lehetővé teszi, hogy előre a folyamat, és a tartalom létrehozása előtt.	Ha ez a fázis aktív, a folyamat nem jelenik meg a folyamatok indexében. Lehetővé teszi a folyamat előnézetének megtekintését és a tartalom létrehozását a kezdés előtt.	If this phase is active, the process won't be listed on processes index. Allow to preview the process and create content before the start.
admin.yml	admin.legislation.processes.form.allegations_phase	Hozzászólási szakasz	Megjegyzések szakasz	Comments phase
admin.yml	admin.legislation.processes.form.proposals_phase	Javaslatok	Javaslatok szakasza	Proposals phase
admin.yml	admin.legislation.processes.form.use_markdown	A szöveg formázásához használja a jelölést	A Markdown segítségével formázhatja a szöveget	Use Markdown to format the text
admin.yml	admin.legislation.processes.form.homepage_description	Itt meg lehet magyarázni a folyamat tartalmát	Itt elmagyarázhatja a folyamat tartalmát	Here you can explain the content of the process
admin.yml	admin.legislation.processes.form.banner_title	Fejszín	Fejléc színei	Header colors
admin.yml	admin.legislation.processes.index.title	Együttműködés	Együttműködési jogszabályok	Collaborative legislation
admin.yml	admin.legislation.processes.index.filters.all	Valamennyi	Minden	All
admin.yml	admin.legislation.processes.new.title	Új együttműködési jogalkotási folyamat létrehozása	Új együttműködésen alapuló jogalkotási folyamat létrehozása	Create new collaborative legislation process
admin.yml	admin.legislation.processes.new.submit_button	A folyamat létrehozása	Folyamat létrehozása	Create process
admin.yml	admin.legislation.processes.proposals.orders.supports	Rendezés teljes támogatás	Rendezés teljes támogatás szerint	Sort by total supports
admin.yml	admin.legislation.processes.process.start_date	Kezdő dátum	Kezdés dátuma	Start date
admin.yml	admin.legislation.processes.process.status_open	Megnyitás	Nyitott	Open
admin.yml	admin.legislation.processes.process.status_closed	Zárva	Zárt	Closed
admin.yml	admin.legislation.processes.subnav.info	Tájékoztatás	Információ	Information
admin.yml	admin.legislation.processes.subnav.homepage	Honlap	Kezdőlap	Homepage
admin.yml	admin.legislation.processes.subnav.draft_versions	Rajzolás	Tervezés	Drafting
admin.yml	admin.legislation.homepage.edit.title	A folyamat honlapjának beállítása	Állítsa be a folyamat kezdőlapját	Configure your process homepage
admin.yml	admin.legislation.proposals.index.id	ID	Id	Id
admin.yml	admin.legislation.proposals.form.custom_categories_description	Olyan kategóriák, amelyeket a felhasználók kiválaszthatnak a javaslat elkészítéséhez. Max. 160 font.	Kategóriák, amelyeket a felhasználók kiválaszthatnak az ajánlat létrehozása során. Max 160 karakter.	Categories that users can select creating the proposal. Max 160 characteres.
admin.yml	admin.legislation.proposals.form.custom_categories_placeholder	"Adja meg a használni kívánt címkét, vesszők () és idézetek ("") között elválasztva."	"Adja meg a használni kívánt címkéket, vesszővel (,) és idézőjelek között ("""") elválasztva."	"Enter the tags you would like to use, separated by commas (,) and between quotes ("""")"
admin.yml	admin.legislation.draft_versions.create.notice	"A tervezet sikeresen készült.<a href=""%{link}"">Kattintson ide</a>"	"Piszkozat sikeresen létrehozva. <a href=""%{link}"">Kattintson ide a </a>"	"Draft created successfully. <a href=""%{link}"">Click to visit</a>"
admin.yml	admin.legislation.draft_versions.create.error	A draft nem jött létre.	Nem sikerült létrehozni a piszkozatot	Draft couldn't be created
admin.yml	admin.legislation.draft_versions.update.notice	"A tervezet sikeresen frissítve.<a href=""%{link}"">Kattintson ide</a>"	"Piszkozat sikeresen frissítve. <a href=""%{link}"">Kattintson ide a </a>"	"Draft updated successfully. <a href=""%{link}"">Click to visit</a>"
admin.yml	admin.legislation.draft_versions.update.error	A tervezetet nem lehetett frissíteni.	A piszkozatot nem sikerült frissíteni	Draft couldn't be updated
admin.yml	admin.legislation.draft_versions.destroy.notice	A törölt tervezet	A piszkozat sikeresen törölve	Draft deleted successfully
admin.yml	admin.legislation.draft_versions.edit.submit_button	Változások mentése	Módosítások mentése	Save changes
admin.yml	admin.legislation.draft_versions.edit.warning	Ön szerkesztette a szöveget, ne felejtse el, hogy kattintson a Mentés, hogy véglegesen menteni a változásokat.	Megszerkesztette a szöveget, ne felejtsen el a Mentés gombra kattintani a változtatások végleges mentéséhez.	You've edited the text, don't forget to click on Save to permanently save the changes.
admin.yml	admin.legislation.draft_versions.edit.markdown_changes_message	Megszerkesztetted az üzenetet anélkül, hogy megmentetted volna. Megerősíti, hogy elhagyja az oldalt?	Mentés nélkül szerkesztette a szöveget. Megerősíti, hogy elhagyja az oldalt?	You've edited the text without saving it. Do you confirm to leave the page?
admin.yml	admin.legislation.draft_versions.form.title	"Szerkesztés<span class=""strong"">%{draft_version_title}</span>a folyamatból<span class=""strong"">%{process_title}</span>"	"<span class=""strong"">%{draft_version_title}</span> szerkesztése a <span class=""strong"">%{process_title}</span> folyamatból"	"Editing <span class=""strong"">%{draft_version_title}</span> from the process <span class=""strong"">%{process_title}</span>"
admin.yml	admin.legislation.draft_versions.form.launch_text_editor	Szövegszerkesztő indítása	Indítsa el a szövegszerkesztőt	Launch text editor
admin.yml	admin.legislation.draft_versions.form.close_text_editor	Szövegszerkesztő bezárása	Zárja be a szövegszerkesztőt	Close text editor
admin.yml	admin.legislation.draft_versions.form.use_markdown	A szöveg formázásához használja a jelölést	A Markdown segítségével formázhatja a szöveget	Use Markdown to format the text
admin.yml	admin.legislation.draft_versions.form.hints.final_version	Ezt a változatot a folyamat végső eredményeként teszik közzé. Ebben a verzióban nem lehet nyilatkozni.	Ez a verzió a folyamat Végső Eredményeként kerül közzétételre. Ebben a verzióban a megjegyzések nem engedélyezettek.	This version will be published as Final Result for this process. Comments won't be allowed in this version.
admin.yml	admin.legislation.draft_versions.form.hints.status.draft	Adminként preview, senki más nem láthatja.	Adminként megtekintheti az előnézetet, senki más nem láthatja	You can preview as admin, no one else can see it
admin.yml	admin.legislation.draft_versions.form.hints.status.published	Látható mindenki számára	Mindenki számára látható	Visible for everybody
admin.yml	admin.legislation.draft_versions.form.changelog_placeholder	A főbb változások hozzáadása az előző verzióhoz	Adja hozzá a főbb változtatásokat az előző verzióhoz képest	Add the main changes from the previous version
admin.yml	admin.legislation.draft_versions.index.title	Verziók	Vázlatos változatok	Draft versions
admin.yml	admin.legislation.draft_versions.table.final_version	Végleges változat	Végső változat	Final version
admin.yml	admin.legislation.questions.create.notice	"A kérdés sikeresen született.<a href=""%{link}"">Kattintson ide</a>"	"A kérdés sikeresen létrehozva. <a href=""%{link}"">Kattintson ide a </a>"	"Question created successfully. <a href=""%{link}"">Click to visit</a>"
admin.yml	admin.legislation.questions.create.error	Kérdés nem jött létre	A kérdést nem sikerült létrehozni	Question couldn't be created
admin.yml	admin.legislation.questions.update.notice	"A kérdést sikeresen frissítettük.<a href=""%{link}"">Kattintson ide</a>"	"A kérdés sikeresen frissítve. <a href=""%{link}"">Kattintson ide a </a>"	"Question updated successfully. <a href=""%{link}"">Click to visit</a>"
admin.yml	admin.legislation.questions.update.error	A kérdést nem lehetett frissíteni.	A kérdést nem sikerült frissíteni	Question couldn't be updated
admin.yml	admin.legislation.questions.destroy.notice	A kérdést sikeresen törölték	A kérdés sikeresen törölve	Question deleted successfully
admin.yml	admin.legislation.questions.edit.title	"Szerkesztés ""%{question_title}"""	„%{question_title}” szerkesztése	Edit “%{question_title}”
admin.yml	admin.legislation.questions.edit.submit_button	Változások mentése	Módosítások mentése	Save changes
admin.yml	admin.legislation.questions.form.question_options	Lehetséges válaszok (nem kötelező, alapértelmezés szerint nyitott válaszok)	Lehetséges válaszok (opcionális, alapértelmezés szerint nyitott válaszok)	Possible answers (optional, by default open answers)
admin.yml	admin.legislation.questions.index.title	Az ehhez a folyamathoz kapcsolódó kérdések	A folyamathoz kapcsolódó kérdések	Questions associated to this process
admin.yml	admin.legislation.questions.new.title	Új kérdés létrehozása	Hozzon létre új kérdést	Create new question
admin.yml	admin.legislation.questions.table.question_options	Kérdések	Kérdés opciók	Question options
admin.yml	admin.legislation.questions.table.answers_count	A válaszok száma	A válaszok számítanak	Answers count
admin.yml	admin.legislation.questions.table.comments_count	Hozzászólások száma	A megjegyzések számítanak	Comments count
admin.yml	admin.legislation.questions.question_option_fields.remove_option	Eltávolítás	Opció eltávolítása	Remove option
