file	key	previous_hungarian	revised_hungarian	english_source	method
general.yml	polls.show.already_voted_in_web	Ön már részt vett ebben a szavazásban. Ha újra szavaz, az felül lesz írva.	Ön már részt vett ebben a szavazásban. Újabb szavazat leadásával a korábbi választ felülírja.	You have already participated in this poll. If you vote again it will be overwritten.	human editorial revision
general.yml	polls.show.already_voted_blank_in_web	Ön már részt vett ebben a szavazásban egy üres szavazat leadásával. Ha újra szavaz, az felül lesz írva.	Ön már üres szavazatot adott le ebben a szavazásban. Újabb szavazat leadásával a korábbi választ felülírja.	You have already participated in this poll by casting a blank vote. If you vote again it will be overwritten.	human editorial revision
general.yml	polls.show.comments_tab	Megjegyzések	Hozzászólások	Comments	human editorial revision
general.yml	polls.show.cant_answer_verify	A válaszhoz %{verify_link} kell.	A válaszadáshoz %{verify_link}.	You must %{verify_link} in order to answer.	human editorial revision
general.yml	polls.show.cant_answer_wrong_geozone	Ez a kérdés nem érhető el az Ön geozónáján.	Ez a kérdés az Ön földrajzi területén nem érhető el.	This question is not available on your geozone.	human editorial revision
general.yml	polls.show.zoom_plus	Kép kibontása	Kép nagyítása	Expand image	human editorial revision
general.yml	polls.show.read_more	További információ az %{answer}-ról	További információ: %{answer}	Read more about %{answer}	human editorial revision
general.yml	polls.show.read_less	Olvasson kevesebbet az %{answer}-ról	Kevesebb információ: %{answer}	Read less about %{answer}	human editorial revision
general.yml	polls.show.stats.total_votes	A leadott szavazatok összértéke	Leadott szavazatok száma	Total amount of given votes	human editorial revision
general.yml	polls.show.stats.mail	FELAD	LEVÉL	MAIL	human editorial revision
general.yml	polls.show.stats.booth	BÓDÉ	SZAVAZÓHELYISÉG	BOOTH	human editorial revision
general.yml	polls.show.stats.total	TELJES	ÖSSZESEN	TOTAL	human editorial revision
general.yml	polls.show.stats.white	Teljesen üres	Üres szavazat	Fully blank	human editorial revision
general.yml	polls.poll_header.back_to_proposal	Vissza az ajánlathoz	Vissza a javaslathoz	Back to proposal	human editorial revision
general.yml	proposal_notifications.new.info_about_receivers	Ezt az értesítést elküldjük <strong>%{count} személyeknek</strong>, és látható lesz az %{proposal_page}-ban.<br> Az értesítéseket nem küldjük el azonnal, a felhasználók rendszeresen kapnak egy e-mailt az ajánlatokról szóló értesítésekkel.	Ezt az értesítést <strong>%{count} személy</strong> kapja meg, és a(z) %{proposal_page} oldalon is megjelenik.<br>Az értesítéseket nem azonnal küldjük ki: a felhasználók rendszeres e-mailes összefoglalót kapnak a javaslataikról.	This notification will be sent to <strong>%{count} people</strong> and it will be visible in %{proposal_page}.<br> Notifications are not sent immediately, users will periodically receive an email with all proposal notifications.	human editorial revision
general.yml	proposal_notifications.show.back	Menj vissza a tartalmamhoz	Vissza a tartalomhoz	Go back to my content	human editorial revision
general.yml	shared.save	Megtakarítás	Mentés	Save	human editorial revision
general.yml	shared.delete	Töröl	Törlés	Delete	human editorial revision
general.yml	shared.advanced_search.date_placeholder	NN/HH/ÉÉÉÉ	ÉÉÉÉ/HH/NN	DD/MM/YYYY	human editorial revision
general.yml	shared.advanced_search.date_range_blank	Válassz egy dátumot	Válasszon dátumot	Choose a date	human editorial revision
general.yml	shared.advanced_search.from	Tól	Ettől	From	human editorial revision
general.yml	shared.advanced_search.general	A szöveggel	Szöveg szerint	With the text	human editorial revision
general.yml	shared.advanced_search.search	Szűrő	Keresés	Filter	human editorial revision
general.yml	shared.advanced_search.to	To	Eddig	To	human editorial revision
general.yml	shared.back	Menj vissza	Vissza	Go back	human editorial revision
general.yml	shared.check_all	Válassza ki az összeset	Összes kijelölése	Select all	human editorial revision
general.yml	shared.check_none	Válasszon egyet sem	Kijelölés megszüntetése	Select none	human editorial revision
general.yml	shared.follow	Kövesd	Követés	Follow	human editorial revision
general.yml	shared.following	Következő	Követés alatt	Following	human editorial revision
general.yml	shared.followable.proposal.create.notice	Most követed ezt a polgári javaslatot! <br> Értesítjük Önt a változásokról, amint azok bekövetkeznek, hogy naprakészek legyenek.	Mostantól követi ezt a polgári javaslatot.<br>Értesítjük a változásokról.	Now you are following this citizen proposal! <br> We will notify you of changes as they occur so that you are up-to-date.	human editorial revision
general.yml	shared.followable.proposal.destroy.notice	Ön nem követi ezt a polgári javaslatot! <br> A továbbiakban nem kap értesítéseket ezzel az ajánlattal kapcsolatban.	Már nem követi ezt a polgári javaslatot.<br>A továbbiakban nem kap értesítést a változásairól.	You have stopped following this citizen proposal! <br> You will no longer receive notifications related to this proposal.	human editorial revision
general.yml	shared.show	Megmutat	Megtekintés	Show	human editorial revision
general.yml	shared.share	Részesedés	Megosztás	Share	human editorial revision
general.yml	shared.tags_cloud.districts	kerületek	Kerületek	Districts	human editorial revision
general.yml	shared.tags_cloud.districts_list	A körzetek listája	Kerületek listája	Districts list	human editorial revision
general.yml	shared.you_are_in	Benne vagy	Itt van:	You are in	human editorial revision
general.yml	shared.unflag	Lobogózás	Megjelölés visszavonása	Unflag	human editorial revision
general.yml	shared.translations.languages_in_use.other	%{count} nyelvek használatban	%{count} nyelv használatban	%{count} languages in use	human editorial revision
general.yml	shared.comments.other	%{count} megjegyzései	%{count} hozzászólás	%{count} comments	human editorial revision
general.yml	social.telegram	%{org} Távirat	%{org} Telegram	%{org} Telegram	human editorial revision
general.yml	polls.index.filter		Szűrő	[upstream key omitted]	human editorial revision
activemodel.yml	activemodel.attributes.verification.email.recipient	Email	E-mail-cím	Email	visible-label editorial revision
activemodel.yml	activemodel.attributes.verification/letter.email	Email	E-mail-cím	Email	visible-label editorial revision
activerecord.yml	attributes.email	Email	E-mail-cím	Email	visible-label editorial revision
activerecord.yml	activerecord.models.link.one	Link	Hivatkozás	Link	visible-label editorial revision
activerecord.yml	activerecord.attributes.budget/investment.feasibility_undecided	Undefined	Nincs meghatározva	Undefined	visible-label editorial revision
activerecord.yml	activerecord.attributes.user.email	Email	E-mail-cím	Email	visible-label editorial revision
activerecord.yml	activerecord.attributes.sdg/phase/kind.monitoring	Monitoring	Nyomon követés	Monitoring	visible-label editorial revision
activerecord.yml	activerecord.attributes.site_customization/content_block.locale	locale	Nyelvi beállítás	locale	visible-label editorial revision
activerecord.yml	activerecord.attributes.tenant.domain	Domain	Domainnév	Domain	visible-label editorial revision
activerecord.yml	activerecord.attributes.banner.target_url	Link	Hivatkozás	Link	visible-label editorial revision
activerecord.yml	activerecord.attributes.admin_notification.link	Link	Hivatkozás	Link	visible-label editorial revision
activerecord.yml	activerecord.attributes.widget/card.link_url	Link URL	Hivatkozás URL-je	Link URL	visible-label editorial revision
admin.yml	admin.budget_investments.show.undefined	Undefined	Nincs meghatározva	Undefined	visible-label editorial revision
admin.yml	admin.budget_investments.edit.undefined	Undefined	Nincs meghatározva	Undefined	visible-label editorial revision
admin.yml	admin.comments.index.table_link	Link	Hivatkozás	Link	visible-label editorial revision
admin.yml	admin.dashboard.actions.index.default.email	Email	E-mail-cím	Email	visible-label editorial revision
admin.yml	admin.hidden_users.show.email	Email:	E-mail-cím:	Email:	visible-label editorial revision
admin.yml	admin.menu.geozones	Geozones	Földrajzi zónák	Geozones	visible-label editorial revision
admin.yml	admin.admin_notifications.show.link	Link	Hivatkozás	Link	visible-label editorial revision
admin.yml	admin.valuators.index.email	Email	E-mail-cím	Email	visible-label editorial revision
admin.yml	admin.valuators.show.email	Email	E-mail-cím	Email	visible-label editorial revision
admin.yml	admin.poll_officers.officer.email	Email	E-mail-cím	Email	visible-label editorial revision
admin.yml	admin.poll_officer_assignments.index.table_email	Email	E-mail-cím	Email	visible-label editorial revision
admin.yml	admin.poll_shifts.new.table_email	Email	E-mail-cím	Email	visible-label editorial revision
admin.yml	admin.organizations.index.email	Email	E-mail-cím	Email	visible-label editorial revision
admin.yml	admin.geozones.index.title	Geozone	Földrajzi zóna	Geozone	visible-label editorial revision
admin.yml	admin.users.columns.email	Email	E-mail-cím	Email	visible-label editorial revision
general.yml	polls.show.stats.web	WEB	ONLINE	WEB	visible-label editorial revision
management.yml	management.account_info.email_label	Email:	E-mail-cím:	Email:	visible-label editorial revision
rails.yml	number.human.storage_units.units.byte.one	Byte	bájt	Byte	visible-label editorial revision
rails.yml	time.am	am	de.	am	visible-label editorial revision
rails.yml	time.pm	pm	du.	pm	visible-label editorial revision
sdg.yml	sdg.goals.goal_2.title	Zero Hunger	Az éhezés felszámolása	Zero Hunger	visible-label editorial revision
sdg.yml	sdg.goals.goal_2.description	Zero Hunger.	Az éhezés felszámolása.	Zero Hunger.	visible-label editorial revision
seeds.yml	seeds.polls.recounting_poll	Recounting Poll	Szavazatok újraszámlálása	Recounting Poll	visible-label editorial revision
settings.yml	settings.twitter_hashtag	Twitter hashtag	Twitter-hashtag	Twitter hashtag	visible-label editorial revision
settings.yml	settings.proposals.email_short_title	Email	E-mail	Email	visible-label editorial revision
settings.yml	settings.analytics_url	Analytics URL	Analitikai URL	Analytics URL	visible-label editorial revision
social_share_button.yml	social_share_button.email	Email	E-mail	Email	visible-label editorial revision
stats.yml	stats.polls.web_percentage	%{percentage} Web	%{percentage} online	%{percentage} Web	visible-label editorial revision
stats.yml	stats.polls.letter_percentage	%{percentage} Mail	%{percentage} levélben	%{percentage} Mail	visible-label editorial revision
valuation.yml	valuation.budget_investments.show.undefined	Undefined	Nincs meghatározva	Undefined	visible-label editorial revision
general.yml	omniauth.facebook.sign_in	Jelentkezz be a Facebookon	Jelentkezzen be a Facebookkal	Sign in with Facebook	human editorial revision
general.yml	omniauth.facebook.sign_up	Regisztrálj a Facebookon	Regisztráljon a Facebookkal	Sign up with Facebook	human editorial revision
